Unnamed: 0,Opponent,Resultado,Tm,Opp,W,L,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,Previous_Streak,Previous_Tm,Previous_Opp,Score_Starters_Team,Score_Starters_Opp,Score_Bench_Team,Score_Bench_Opp
142,21,W,110,96,33,22,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,114.7,102.7,0.0,0.0,0.0,0.0
143,1,L,102,116,34,24,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,108.3,118.3,0.0,0.0,0.0,0.0
144,8,W,113,111,34,23,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,125.0,108.7,0.0,0.0,0.0,0.0
145,9,L,99,110,35,26,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,8.0,116.3,106.3,0.0,0.0,0.0,0.0
146,5,W,107,98,35,25,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,101.3,93.7,0.0,0.0,0.0,0.0
147,0,L,100,116,36,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,121.3,111.7,0.0,0.0,0.0,0.0
148,20,W,98,74,36,26,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-4.0,100.7,111.0,0.0,0.0,0.0,0.0
149,21,L,73,79,37,28,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,115.3,102.3,0.0,0.0,0.0,0.0
150,21,W,106,79,37,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,103.7,89.0,0.0,0.0,0.0,0.0
151,23,W,105,93,38,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,5.0,121.3,107.7,0.0,0.0,0.0,0.0
152,24,W,98,91,39,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,120.0,112.0,0.0,0.0,0.0,0.0
153,9,W,119,112,40,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,110.7,105.0,0.0,0.0,0.0,0.0
154,7,L,100,113,41,29,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,5.0,114.7,99.0,0.0,0.0,0.0,0.0
155,2,W,105,93,41,28,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,4.0,123.7,107.7,0.0,0.0,0.0,0.0
156,8,W,124,99,42,28,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,116.0,109.0,0.0,0.0,0.0,0.0
157,26,W,145,101,43,28,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,127.0,112.0,0.0,0.0,0.0,0.0
158,25,L,126,130,44,30,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,119.3,113.7,0.0,0.0,0.0,0.0
159,19,L,112,113,44,31,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,128.0,131.0,0.0,0.0,0.0,0.0
160,15,L,99,109,44,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,6.0,105.7,101.0,0.0,0.0,0.0,0.0
161,24,W,120,109,44,31,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,109.0,104.0,0.0,0.0,0.0,0.0
162,3,L,100,108,45,33,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,115.7,103.0,0.0,0.0,0.0,0.0
163,16,W,122,109,45,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,120.7,132.7,0.0,0.0,0.0,0.0
164,3,W,128,117,46,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,111.0,108.7,0.0,0.0,0.0,0.0
165,1,W,118,109,47,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,107.7,121.0,0.0,0.0,0.0,0.0
166,2,W,111,107,48,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,111.3,99.3,0.0,0.0,0.0,0.0
167,3,W,120,119,49,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,114.7,108.3,0.0,0.0,0.0,0.0
168,21,W,111,104,0,0,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,96.3,84.7,0.0,0.0,0.0,0.0
169,21,W,104,101,1,0,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,96.7,87.3,0.0,0.0,0.0,0.0
170,21,L,114,125,2,2,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,107.0,94.7,0.0,0.0,0.0,0.0
171,21,W,97,92,2,1,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,109.7,110.0,0.0,0.0,0.0,0.0
172,21,L,106,112,3,3,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,105.0,106.0,0.0,0.0,0.0,0.0
173,21,W,118,115,3,2,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,105.7,109.7,0.0,0.0,0.0,0.0
174,11,W,121,117,4,2,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,115.3,123.3,0.0,0.0,0.0,0.0
175,11,W,130,121,5,2,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,113.7,115.7,0.0,0.0,0.0,0.0
176,11,L,106,111,6,4,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,120.7,121.0,0.0,0.0,0.0,0.0
177,11,L,89,121,6,5,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,119.0,116.3,0.0,0.0,0.0,0.0
178,11,W,121,91,6,4,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,108.3,117.7,0.0,0.0,0.0,0.0
179,11,L,103,116,7,6,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,105.3,107.7,0.0,0.0,0.0,0.0
180,11,L,109,130,7,7,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,104.3,109.3,0.0,0.0,0.0,0.0
181,3,W,124,104,0,0,19,False,98.93,0.46,13.33,18.93,0.13,94.7,98.93,0.56,11.57,24.97,0.15,116.6,2.0,116.0,111.7,0.0,0.0,0.0,0.0
182,5,W,108,105,1,0,19,False,100.04,0.44,14.24,20.38,0.12,90.33,100.04,0.56,11.76,24.96,0.14,115.37,1.0,100.3,101.3,0.0,0.0,0.0,0.0
183,7,L,95,128,2,2,19,False,97.99,0.44,13.59,22.04,0.12,91.88,97.99,0.55,10.88,25.14,0.14,114.89,1.0,112.3,117.3,0.0,0.0,0.0,0.0
184,8,W,124,112,2,1,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,103.7,109.3,0.0,0.0,0.0,0.0
185,9,L,139,141,3,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-3.0,125.3,135.0,0.0,0.0,0.0,0.0
186,0,W,126,117,3,3,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,123.7,129.0,0.0,0.0,0.0,0.0
187,5,W,128,120,4,3,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,107.3,105.0,0.0,0.0,0.0,0.0
188,24,L,98,105,5,5,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-4.0,115.0,121.7,0.0,0.0,0.0,0.0
189,22,W,111,99,5,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,114.3,126.7,0.0,0.0,0.0,0.0
190,25,W,123,87,6,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,117.0,105.0,0.0,0.0,0.0,0.0
191,9,W,128,109,7,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,133.7,135.0,0.0,0.0,0.0,0.0
192,9,W,130,123,8,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,130.7,128.7,0.0,0.0,0.0,0.0
193,23,W,134,91,9,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,119.0,113.0,0.0,0.0,0.0,0.0
194,3,W,116,102,10,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,123.7,111.0,0.0,0.0,0.0,0.0
195,21,L,123,127,11,6,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,105.3,109.7,0.0,0.0,0.0,0.0
196,17,L,103,106,11,7,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,113.3,120.0,0.0,0.0,0.0,0.0
197,13,W,133,110,11,6,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,120.3,123.0,0.0,0.0,0.0,0.0
198,6,W,126,120,12,6,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,117.0,113.7,0.0,0.0,0.0,0.0
199,10,L,101,110,13,8,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,130.7,109.7,0.0,0.0,0.0,0.0
200,9,W,138,136,13,7,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,4.0,132.3,124.3,0.0,0.0,0.0,0.0
201,27,W,134,120,14,7,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,124.3,106.7,0.0,0.0,0.0,0.0
202,24,L,123,128,15,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,110.0,117.3,0.0,0.0,0.0,0.0
203,7,W,118,117,15,8,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,107.3,119.3,0.0,0.0,0.0,0.0
204,14,W,116,97,16,8,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,110.7,110.7,0.0,0.0,0.0,0.0
205,12,W,134,115,17,8,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,108.0,112.3,0.0,0.0,0.0,0.0
206,13,L,120,129,18,10,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,120.3,116.3,0.0,0.0,0.0,0.0
207,17,W,129,106,18,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,102.7,112.7,0.0,0.0,0.0,0.0
208,7,W,119,93,20,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,104.7,114.7,0.0,0.0,0.0,0.0
209,2,W,124,108,21,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,121.0,106.0,0.0,0.0,0.0,0.0
210,1,W,127,123,22,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,131.7,125.0,0.0,0.0,0.0,0.0
211,0,L,138,141,23,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,126.3,122.7,0.0,0.0,0.0,0.0
212,2,L,115,124,23,12,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,4.0,119.0,105.7,0.0,0.0,0.0,0.0
213,28,W,136,128,23,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,122.0,117.3,0.0,0.0,0.0,0.0
214,15,W,128,120,24,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,109.0,114.0,0.0,0.0,0.0,0.0
215,23,W,139,77,25,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,130.0,110.7,0.0,0.0,0.0,0.0
216,20,W,112,100,26,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,116.3,112.0,0.0,0.0,0.0,0.0
217,13,L,105,112,27,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,121.3,118.3,0.0,0.0,0.0,0.0
218,12,L,117,128,27,14,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,113.3,114.0,0.0,0.0,0.0,0.0
219,27,W,134,129,27,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,125.7,112.3,0.0,0.0,0.0,0.0
220,17,W,102,97,28,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,109.0,110.7,0.0,0.0,0.0,0.0
221,23,W,111,109,29,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,130.3,93.3,0.0,0.0,0.0,0.0
222,25,W,140,114,30,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,118.3,97.0,0.0,0.0,0.0,0.0
223,8,L,104,120,32,15,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,111.3,110.0,0.0,0.0,0.0,0.0
224,17,L,101,107,32,16,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,111.3,103.0,0.0,0.0,0.0,0.0
225,7,W,105,100,32,15,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,110.7,112.7,0.0,0.0,0.0,0.0
226,4,W,126,106,33,15,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,121.0,130.7,0.0,0.0,0.0,0.0
227,26,W,135,127,34,15,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,113.7,119.3,0.0,0.0,0.0,0.0
228,27,L,117,124,35,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,127.3,115.7,0.0,0.0,0.0,0.0
229,6,L,111,146,35,18,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,120.0,116.7,0.0,0.0,0.0,0.0
230,24,W,127,113,35,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,112.7,118.7,0.0,0.0,0.0,0.0
231,20,W,127,113,36,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,4.0,114.3,111.3,0.0,0.0,0.0,0.0
232,12,W,129,107,37,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,118.7,123.3,0.0,0.0,0.0,0.0
233,28,W,147,106,38,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,128.0,119.3,0.0,0.0,0.0,0.0
234,10,W,123,110,39,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,129.0,109.0,0.0,0.0,0.0,0.0
235,10,W,112,95,40,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,119.0,105.3,0.0,0.0,0.0,0.0
236,25,L,118,132,41,19,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,4.0,121.7,97.0,0.0,0.0,0.0,0.0
237,22,W,118,110,41,18,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,117.7,115.7,0.0,0.0,0.0,0.0
238,13,L,104,116,42,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,119.3,117.0,0.0,0.0,0.0,0.0
239,23,W,128,120,42,19,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,128.0,92.3,0.0,0.0,0.0,0.0
240,15,W,107,100,43,19,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,115.7,114.0,0.0,0.0,0.0,0.0
241,14,W,124,93,44,19,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,115.3,102.0,0.0,0.0,0.0,0.0
242,11,L,111,121,45,21,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,124.0,117.3,0.0,0.0,0.0,0.0
243,6,W,126,119,45,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,119.0,125.0,0.0,0.0,0.0,0.0
244,14,W,118,112,46,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,118.3,96.7,0.0,0.0,0.0,0.0
245,27,W,119,107,47,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,128.3,124.3,0.0,0.0,0.0,0.0
246,26,W,123,103,48,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,126.0,122.7,0.0,0.0,0.0,0.0
247,16,L,93,118,49,22,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-4.0,113.7,128.7,0.0,0.0,0.0,0.0
248,10,L,126,132,50,23,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,6.0,112.0,105.0,0.0,0.0,0.0,0.0
249,22,W,128,103,50,22,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,115.7,112.3,0.0,0.0,0.0,0.0
250,21,L,105,109,52,24,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,117.3,118.7,0.0,0.0,0.0,0.0
251,1,L,100,135,52,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,133.0,122.0,0.0,0.0,0.0,0.0
252,11,L,112,126,52,26,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,118.0,116.0,0.0,0.0,0.0,0.0
253,4,W,121,118,52,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,124.3,121.3,0.0,0.0,0.0,0.0
254,24,W,112,105,53,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,116.0,115.3,0.0,0.0,0.0,0.0
255,25,W,127,89,54,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,127.0,111.0,0.0,0.0,0.0,0.0
256,16,W,125,107,55,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,106.3,120.7,0.0,0.0,0.0,0.0
257,6,W,135,86,56,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,121.0,128.3,0.0,0.0,0.0,0.0
258,6,W,117,95,4,0,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,124.0,117.0,0.0,0.0,0.0,0.0
259,6,L,110,119,5,2,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,126.0,100.0,0.0,0.0,0.0,0.0
260,6,L,101,105,5,3,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,120.7,100.0,0.0,0.0,0.0,0.0
261,6,W,100,96,5,2,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,109.3,106.3,0.0,0.0,0.0,0.0
262,6,L,92,104,6,4,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,103.7,106.7,0.0,0.0,0.0,0.0
263,6,L,116,117,6,5,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,97.7,101.7,0.0,0.0,0.0,0.0
264,10,W,116,86,0,0,20,False,97.6,0.5,16.0,22.23,0.16,101.67,97.6,0.56,10.9,26.5,0.19,119.57,1.0,120.7,118.3,0.0,0.0,0.0,0.0
265,23,W,102,97,1,0,20,False,96.9,0.48,15.7,22.61,0.17,98.46,96.9,0.54,9.4,25.8,0.18,119.32,-1.0,113.7,107.7,0.0,0.0,0.0,0.0
266,13,L,103,106,2,2,20,False,96.9,0.48,15.33,25.01,0.18,100.31,96.9,0.56,9.1,27.27,0.16,122.26,-1.0,106.7,118.7,0.0,0.0,0.0,0.0
267,12,L,102,118,2,3,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,110.3,110.0,0.0,0.0,0.0,0.0
268,27,W,115,113,2,2,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-3.0,110.3,119.0,0.0,0.0,0.0,0.0
269,13,W,120,101,3,2,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,106.0,115.3,0.0,0.0,0.0,0.0
270,6,L,102,117,4,4,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,103.0,103.0,0.0,0.0,0.0,0.0
271,0,L,119,120,4,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,122.7,125.0,0.0,0.0,0.0,0.0
272,16,W,112,97,4,4,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-2.0,114.0,127.3,0.0,0.0,0.0,0.0
273,2,L,104,124,5,6,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-3.0,101.7,105.3,0.0,0.0,0.0,0.0
274,3,W,96,94,5,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,105.7,108.7,0.0,0.0,0.0,0.0
275,3,W,103,97,6,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,101.7,104.3,0.0,0.0,0.0,0.0
276,11,W,128,116,7,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,112.0,121.3,0.0,0.0,0.0,0.0
277,26,W,126,107,8,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,112.3,110.3,0.0,0.0,0.0,0.0
278,7,W,124,119,9,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,114.0,114.7,0.0,0.0,0.0,0.0
279,1,W,113,96,10,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,108.3,99.7,0.0,0.0,0.0,0.0
280,4,W,130,117,11,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,113.7,110.3,0.0,0.0,0.0,0.0
281,28,W,139,120,12,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,118.7,119.7,0.0,0.0,0.0,0.0
282,28,W,130,125,13,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,8.0,125.7,113.7,0.0,0.0,0.0,0.0
283,2,L,101,129,14,7,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,102.3,110.3,0.0,0.0,0.0,0.0
284,5,L,111,121,14,8,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-2.0,101.0,114.0,0.0,0.0,0.0,0.0
285,8,W,123,91,14,7,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,2.0,112.3,109.7,0.0,0.0,0.0,0.0
286,5,W,104,94,15,7,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-2.0,106.0,118.7,0.0,0.0,0.0,0.0
